"return","iso","arrival","departure","count"
"20200504","nl","20200502","20200503","3"
"20200504","nl","20200503","20200504","3"
"20200504","pe","20200501","20200501","3"
"20200504","ph","20200404","20200503","3"
"20200504","ph","20200404","20200504","3"
"20200504","ph","20200427","20200427","3"
"20200504","ph","20200430","20200430","3"
"20200504","ph","20200503","20200503","3"
"20200504","ph","20200503","20200504","3"
"20200504","pk","20200504","20200504","3"
"20200504","qa","20200503","20200504","3"
"20200504","ru","20200430","20200430","3"
"20200504","ru","20200502","20200502","3"
"20200504","ru","20200503","20200503","3"
"20200504","ru","20200504","20200504","3"
"20200504","sa","20200504","20200504","3"
"20200504","se","20200430","20200430","3"
"20200504","sk","20200501","20200501","3"
"20200504","th","20200502","20200504","3"
"20200504","th","20200503","20200503","3"
"20200504","tw","20200429","20200430","3"
"20200504","tw","20200429","20200502","4"
"20200504","tw","20200501","20200503","3"
"20200504","tw","20200503","20200504","3"
"20200504","tw","20200504","20200504","3"
"20200504","us","20200414","20200503","3"
"20200504","us","20200423","20200426","3"
"20200504","us","20200426","20200503","3"
"20200504","us","20200428","20200428","3"
"20200504","us","20200429","20200430","3"
"20200504","us","20200429","20200501","3"
"20200504","us","20200430","20200502","3"
"20200504","us","20200501","20200501","3"
"20200504","us","20200501","20200503","5"
"20200504","us","20200501","20200504","4"
"20200504","us","20200502","20200502","3"
"20200504","us","20200502","20200503","9"
"20200504","us","20200502","20200504","9"
"20200504","us","20200503","20200503","4"
"20200504","us","20200503","20200504","3"
"20200504","us","20200504","20200504","5"
"20200504","uy","20200504","20200504","5"
"20200504","vn","20200404","20200404","3"
"20200504","vn","20200404","20200504","4"
"20200504","vn","20200406","20200406","3"
"20200504","vn","20200415","20200415","3"
"20200504","vn","20200420","20200420","3"
"20200504","vn","20200421","20200504","3"
"20200504","vn","20200429","20200501","3"
"20200504","vn","20200430","20200501","3"
"20200504","vn","20200430","20200504","3"
"20200504","vn","20200502","20200503","3"
"20200504","vn","20200503","20200503","8"
"20200504","vn","20200503","20200504","15"
"20200504","vn","20200504","20200504","37"
"20200504","za","20200502","20200504","3"
"20200503","ae","20200403","20200503","3"
"20200503","ae","20200501","20200503","3"
"20200503","at","20200429","20200501","3"
"20200503","at","20200430","20200430","3"
"20200503","at","20200430","20200502","3"
"20200503","at","20200501","20200502","3"
"20200503","at","20200502","20200502","4"
"20200503","au","20200418","20200423","3"
"20200503","au","20200420","20200421","3"
"20200503","au","20200501","20200502","3"
"20200503","be","20200502","20200502","3"
"20200503","ca","20200501","20200501","4"
"20200503","ca","20200502","20200502","3"
"20200503","ca","20200503","20200503","5"
"20200503","cl","20200503","20200503","3"
"20200503","cn","20200403","20200503","13"
"20200503","cn","20200415","20200415","3"
"20200503","cn","20200420","20200421","3"
"20200503","cn","20200424","20200424","3"
"20200503","cn","20200424","20200503","3"
"20200503","cn","20200425","20200502","3"
"20200503","cn","20200425","20200503","3"
"20200503","cn","20200427","20200430","3"
"20200503","cn","20200427","20200502","3"
"20200503","cn","20200427","20200503","6"
"20200503","cn","20200429","20200429","3"
"20200503","cn","20200429","20200430","3"
"20200503","cn","20200429","20200503","3"
"20200503","cn","20200430","20200430","3"
"20200503","cn","20200430","20200501","3"
"20200503","cn","20200430","20200502","3"
"20200503","cn","20200430","20200503","3"
"20200503","cn","20200501","20200501","4"
"20200503","cn","20200501","20200502","4"
"20200503","cn","20200501","20200503","3"
"20200503","cn","20200502","20200502","3"
"20200503","cn","20200502","20200503","7"
"20200503","cn","20200503","20200503","36"
"20200503","de","20200421","20200423","3"
"20200503","de","20200429","20200502","3"
"20200503","de","20200430","20200502","3"
"20200503","de","20200501","20200502","3"
"20200503","de","20200502","20200502","3"
"20200503","de","20200503","20200503","3"
"20200503","es","20200503","20200503","3"
"20200503","et","20200503","20200503","3"
"20200503","fr","20200503","20200503","3"
"20200503","gb","20200430","20200502","3"
"20200503","gb","20200430","20200503","3"
"20200503","gb","20200501","20200503","3"
"20200503","gb","20200502","20200502","3"
"20200503","gb","20200502","20200503","3"
"20200503","gb","20200503","20200503","3"
"20200503","hk","20200501","20200501","3"
"20200503","hk","20200502","20200503","3"
"20200503","hk","20200503","20200503","3"
"20200503","hu","20200424","20200502","3"
"20200503","hu","20200501","20200501","3"
"20200503","id","20200426","20200426","3"
"20200503","id","20200426","20200427","3"
"20200503","id","20200501","20200501","3"
"20200503","id","20200502","20200503","3"
"20200503","ir","20200503","20200503","3"
"20200503","it","20200502","20200503","3"
"20200503","it","20200503","20200503","3"
"20200503","jp","20200405","20200502","3"
"20200503","jp","20200418","20200503","3"
"20200503","jp","20200421","20200422","3"
"20200503","jp","20200421","20200503","3"
"20200503","jp","20200425","20200503","3"
"20200503","jp","20200426","20200503","6"
"20200503","jp","20200427","20200427","3"
"20200503","jp","20200427","20200503","3"
"20200503","jp","20200428","20200501","3"
"20200503","jp","20200428","20200502","5"
"20200503","jp","20200428","20200503","4"
"20200503","jp","20200429","20200503","3"
"20200503","jp","20200430","20200430","3"
"20200503","jp","20200430","20200503","3"
"20200503","jp","20200501","20200501","3"
"20200503","jp","20200501","20200502","3"
"20200503","jp","20200501","20200503","3"
"20200503","jp","20200502","20200502","3"
"20200503","jp","20200502","20200503","3"
"20200503","jp","20200503","20200503","79"
"20200503","kh","20200502","20200502","3"
"20200503","kw","20200403","20200502","3"
"20200503","kw","20200406","20200406","3"
"20200503","mn","20200420","20200420","3"
"20200503","mx","20200410","20200502","3"
"20200503","n/a","20200423","20200423","3"
"20200503","n/a","20200426","20200426","3"
"20200503","n/a","20200427","20200427","3"
"20200503","n/a","20200428","20200428","3"
"20200503","n/a","20200430","20200430","3"
"20200503","n/a","20200501","20200501","8"
"20200503","n/a","20200502","20200502","3"
"20200503","n/a","20200503","20200503","16"
"20200503","nl","20200428","20200428","3"
"20200503","pa","20200407","20200407","3"
"20200503","pe","20200424","20200430","3"
"20200503","ph","20200403","20200502","3"
"20200503","ph","20200403","20200503","3"
"20200503","ph","20200423","20200502","3"
"20200503","ph","20200424","20200425","3"
"20200503","ph","20200502","20200502","3"
"20200503","ph","20200502","20200503","3"
"20200503","pk","20200503","20200503","3"
"20200503","qa","20200502","20200503","3"
"20200503","qa","20200503","20200503","3"
"20200503","ru","20200501","20200501","3"
"20200503","ru","20200502","20200502","3"
"20200503","ru","20200503","20200503","3"
"20200503","sa","20200503","20200503","3"
"20200503","sg","20200502","20200502","3"
"20200503","sg","20200503","20200503","5"
"20200503","th","20200403","20200409","3"
"20200503","th","20200415","20200502","3"
"20200503","th","20200425","20200425","3"
"20200503","th","20200501","20200501","3"
"20200503","th","20200502","20200502","3"
"20200503","th","20200502","20200503","4"
"20200503","th","20200503","20200503","3"
"20200503","tw","20200429","20200502","3"
"20200503","tw","20200430","20200430","3"
"20200503","tw","20200501","20200501","3"
"20200503","tw","20200502","20200502","3"
"20200503","tw","20200503","20200503","3"
"20200503","us","20200403","20200502","3"
"20200503","us","20200403","20200503","3"
"20200503","us","20200427","20200430","3"
"20200503","us","20200429","20200429","3"
"20200503","us","20200429","20200502","8"
"20200503","us","20200429","20200503","3"
"20200503","us","20200430","20200502","3"
"20200503","us","20200430","20200503","3"
"20200503","us","20200501","20200501","7"
"20200503","us","20200501","20200502","8"
"20200503","us","20200501","20200503","13"
"20200503","us","20200502","20200502","15"
"20200503","us","20200502","20200503","14"
"20200503","us","20200503","20200503","6"
"20200503","uy","20200503","20200503","5"
"20200503","vn","20200403","20200503","3"
"20200503","vn","20200424","20200424","3"
"20200503","vn","20200425","20200427","3"
"20200503","vn","20200426","20200427","3"
"20200503","vn","20200429","20200429","3"
"20200503","vn","20200430","20200430","3"
"20200503","vn","20200501","20200503","3"
"20200503","vn","20200502","20200502","6"
"20200503","vn","20200502","20200503","6"
"20200503","vn","20200503","20200503","19"
"20200502","ae","20200502","20200502","3"
"20200502","at","20200429","20200501","3"
"20200502","at","20200430","20200430","3"
"20200502","at","20200502","20200502","3"
"20200502","au","20200402","20200402","3"
"20200502","au","20200402","20200501","3"
"20200502","au","20200402","20200502","3"
"20200502","au","20200403","20200403","3"
"20200502","au","20200407","20200407","3"
"20200502","au","20200409","20200409","3"
"20200502","au","20200411","20200411","3"
"20200502","au","20200413","20200413","3"
"20200502","au","20200414","20200414","3"
"20200502","au","20200416","20200416","3"
"20200502","au","20200424","20200424","3"
"20200502","au","20200425","20200425","3"
"20200502","au","20200426","20200426","3"
"20200502","au","20200428","20200428","3"
"20200502","au","20200429","20200430","3"
"20200502","au","20200430","20200430","5"
"20200502","au","20200430","20200501","9"
"20200502","au","20200501","20200501","7"
"20200502","au","20200501","20200502","5"
"20200502","az","20200430","20200430","3"
"20200502","az","20200502","20200502","3"
"20200502","ca","20200402","20200502","3"
"20200502","ca","20200416","20200416","3"
"20200502","ca","20200419","20200419","3"
"20200502","ca","20200421","20200421","3"
"20200502","ca","20200423","20200423","3"
"20200502","ca","20200426","20200426","3"
"20200502","ca","20200429","20200429","3"
"20200502","ca","20200430","20200430","5"
"20200502","ca","20200430","20200501","3"
"20200502","ca","20200430","20200502","3"
"20200502","ca","20200501","20200501","3"
"20200502","ca","20200501","20200502","3"
"20200502","ca","20200502","20200502","4"
"20200502","ch","20200402","20200402","3"
"20200502","ch","20200403","20200403","3"
"20200502","ch","20200404","20200405","3"
"20200502","ch","20200406","20200407","3"
"20200502","ch","20200408","20200409","3"
"20200502","ch","20200410","20200412","3"
"20200502","ch","20200413","20200415","3"
"20200502","ch","20200416","20200416","3"
"20200502","ch","20200417","20200420","3"
"20200502","ch","20200425","20200426","3"
"20200502","ch","20200427","20200429","3"
"20200502","ch","20200430","20200430","3"
"20200502","ch","20200501","20200501","3"
"20200502","cn","20200417","20200419","3"
"20200502","cn","20200425","20200501","3"
"20200502","cn","20200427","20200430","3"
"20200502","cn","20200427","20200501","3"
"20200502","cn","20200427","20200502","3"
"20200502","cn","20200428","20200430","3"
"20200502","cn","20200428","20200501","7"
"20200502","cn","20200429","20200429","3"
"20200502","cn","20200429","20200430","3"
"20200502","cn","20200429","20200501","6"
"20200502","cn","20200429","20200502","3"
"20200502","cn","20200430","20200430","7"
"20200502","cn","20200430","20200501","3"
"20200502","cn","20200501","20200501","3"
"20200502","cn","20200502","20200502","31"
"20200502","de","20200429","20200429","3"
"20200502","de","20200429","20200501","4"
"20200502","de","20200429","20200502","9"
"20200502","de","20200501","20200501","4"
"20200502","de","20200501","20200502","3"
"20200502","de","20200502","20200502","3"
"20200502","es","20200501","20200501","3"
"20200502","fr","20200402","20200402","3"
"20200502","fr","20200403","20200404","3"
"20200502","fr","20200405","20200406","3"
"20200502","fr","20200407","20200408","3"
"20200502","fr","20200409","20200410","3"
"20200502","fr","20200412","20200412","3"
"20200502","fr","20200415","20200415","3"
"20200502","fr","20200416","20200416","3"
"20200502","fr","20200420","20200425","3"
"20200502","fr","20200426","20200426","3"
"20200502","fr","20200429","20200429","3"
"20200502","fr","20200430","20200430","3"
"20200502","fr","20200501","20200501","3"
"20200502","gb","20200402","20200501","3"
"20200502","gb","20200403","20200501","3"
"20200502","ge","20200430","20200430","3"
"20200502","ge","20200502","20200502","3"
"20200502","hk","20200501","20200502","3"
"20200502","hk","20200502","20200502","3"
"20200502","id","20200404","20200404","3"
"20200502","id","20200412","20200412","3"
"20200502","id","20200501","20200501","23"
"20200502","id","20200501","20200502","3"
"20200502","id","20200502","20200502","3"
"20200502","ir","20200502","20200502","3"
"20200502","it","20200501","20200501","3"
"20200502","jp","20200402","20200502","3"
"20200502","jp","20200406","20200407","3"
"20200502","jp","20200411","20200411","3"
"20200502","jp","20200412","20200413","3"
"20200502","jp","20200417","20200417","3"
"20200502","jp","20200419","20200419","3"
"20200502","jp","20200419","20200502","3"
"20200502","jp","20200420","20200429","3"
"20200502","jp","20200421","20200502","3"
"20200502","jp","20200423","20200423","3"
"20200502","jp","20200423","20200425","3"
"20200502","jp","20200423","20200501","3"
"20200502","jp","20200426","20200501","3"
"20200502","jp","20200426","20200502","3"
"20200502","jp","20200427","20200501","3"
"20200502","jp","20200427","20200502","8"
"20200502","jp","20200428","20200501","3"
"20200502","jp","20200428","20200502","6"
"20200502","jp","20200429","20200429","3"
"20200502","jp","20200429","20200501","3"
"20200502","jp","20200429","20200502","6"
"20200502","jp","20200430","20200430","10"
"20200502","jp","20200430","20200501","3"
"20200502","jp","20200430","20200502","5"
"20200502","jp","20200501","20200501","5"
"20200502","jp","20200501","20200502","11"
"20200502","jp","20200502","20200502","50"
"20200502","kh","20200502","20200502","13"
"20200502","kz","20200430","20200430","5"
"20200502","kz","20200502","20200502","6"
"20200502","my","20200501","20200501","3"
"20200502","my","20200502","20200502","3"
"20200502","n/a","20200426","20200426","3"
"20200502","n/a","20200429","20200429","18"
"20200502","n/a","20200501","20200501","17"
"20200502","n/a","20200502","20200502","46"
"20200502","nl","20200430","20200430","3"
"20200502","nl","20200430","20200502","3"
"20200502","nl","20200501","20200501","3"
"20200502","om","20200502","20200502","3"
"20200502","pg","20200430","20200430","3"
"20200502","pg","20200501","20200501","3"
"20200502","pg","20200502","20200502","3"
"20200502","ph","20200402","20200430","3"
"20200502","ph","20200402","20200501","9"
"20200502","ph","20200402","20200502","4"
"20200502","ph","20200408","20200408","3"
"20200502","ph","20200408","20200501","3"
"20200502","ph","20200412","20200502","3"
"20200502","ph","20200420","20200420","3"
"20200502","ph","20200421","20200421","3"
"20200502","ph","20200428","20200428","3"
"20200502","ph","20200430","20200430","3"
"20200502","ph","20200501","20200501","12"
"20200502","ph","20200501","20200502","20"
"20200502","ph","20200502","20200502","3"
"20200502","pk","20200502","20200502","3"
"20200502","qa","20200502","20200502","3"
"20200502","ru","20200429","20200429","3"
"20200502","ru","20200430","20200430","3"
"20200502","ru","20200502","20200502","3"
"20200502","sa","20200429","20200501","3"
"20200502","se","20200502","20200502","3"
"20200502","sg","20200402","20200502","3"
"20200502","sg","20200412","20200412","3"
"20200502","sg","20200417","20200417","3"
"20200502","sg","20200501","20200501","3"
"20200502","sg","20200501","20200502","3"
"20200502","sg","20200502","20200502","4"
"20200502","th","20200402","20200501","3"
"20200502","th","20200413","20200430","3"
"20200502","th","20200430","20200430","3"
"20200502","th","20200501","20200501","3"
"20200502","th","20200501","20200502","3"
"20200502","tk","20200430","20200430","3"
"20200502","tm","20200502","20200502","3"
"20200502","tr","20200430","20200430","3"
"20200502","tr","20200430","20200501","8"
"20200502","tr","20200430","20200502","3"
"20200502","tr","20200501","20200501","3"
"20200502","tw","20200404","20200404","3"
"20200502","tw","20200425","20200425","3"
"20200502","tw","20200430","20200502","3"
"20200502","tw","20200502","20200502","16"
"20200502","ua","20200402","20200501","3"
"20200502","us","20200402","20200501","4"
"20200502","us","20200402","20200502","3"
"20200502","us","20200404","20200501","3"
"20200502","us","20200405","20200405","3"
"20200502","us","20200406","20200406","3"
"20200502","us","20200407","20200407","3"
"20200502","us","20200411","20200411","3"
"20200502","us","20200413","20200413","3"
"20200502","us","20200416","20200417","3"
"20200502","us","20200417","20200417","3"
"20200502","us","20200419","20200419","3"
"20200502","us","20200423","20200423","3"
"20200502","us","20200425","20200425","3"
"20200502","us","20200426","20200426","3"
"20200502","us","20200426","20200427","3"
"20200502","us","20200426","20200428","3"
"20200502","us","20200426","20200430","3"
"20200502","us","20200427","20200428","3"
"20200502","us","20200428","20200428","3"
"20200502","us","20200428","20200429","3"
"20200502","us","20200428","20200430","3"
"20200502","us","20200428","20200501","3"
"20200502","us","20200429","20200429","3"
"20200502","us","20200429","20200501","3"
"20200502","us","20200429","20200502","6"
"20200502","us","20200430","20200430","3"
"20200502","us","20200430","20200501","10"
"20200502","us","20200430","20200502","18"
"20200502","us","20200501","20200501","8"
"20200502","us","20200501","20200502","7"
"20200502","us","20200502","20200502","7"
"20200502","uy","20200502","20200502","6"
"20200502","uz","20200502","20200502","3"
"20200502","vn","20200427","20200428","3"
"20200502","vn","20200501","20200501","3"
"20200502","vn","20200501","20200502","3"
"20200502","vn","20200502","20200502","8"
"20200502","za","20200502","20200502","3"
"20200501","ae","20200331","20200430","3"
"20200501","ae","20200429","20200430","3"
"20200501","ae","20200501","20200501","3"
"20200501","at","20200428","20200428","3"
"20200501","at","20200428","20200501","3"
"20200501","at","20200501","20200501","3"
"20200501","au","20200413","20200413","3"
"20200501","au","20200414","20200414","3"
"20200501","au","20200428","20200428","3"
"20200501","au","20200429","20200429","6"
"20200501","au","20200429","20200430","9"
"20200501","au","20200430","20200430","3"
"20200501","bo","20200403","20200430","3"
"20200501","ca","20200409","20200409","3"
"20200501","ca","20200415","20200415","3"
"20200501","ca","20200425","20200425","3"
"20200501","ca","20200426","20200426","3"
"20200501","ca","20200430","20200430","3"
"20200501","ca","20200501","20200501","3"
"20200501","cn","20200331","20200501","21"
"20200501","cn","20200401","20200401","3"
"20200501","cn","20200401","20200501","3"
"20200501","cn","20200402","20200501","3"
"20200501","cn","20200405","20200405","3"
"20200501","cn","20200406","20200406","3"
"20200501","cn","20200408","20200408","3"
"20200501","cn","20200409","20200409","3"
"20200501","cn","20200411","20200411","3"
"20200501","cn","20200412","20200501","3"
"20200501","cn","20200415","20200415","3"
"20200501","cn","20200416","20200418","3"
"20200501","cn","20200416","20200501","3"
"20200501","cn","20200418","20200418","3"
"20200501","cn","20200418","20200419","3"
"20200501","cn","20200419","20200420","3"
"20200501","cn","20200420","20200420","3"
"20200501","cn","20200422","20200423","3"
"20200501","cn","20200423","20200423","3"
"20200501","cn","20200424","20200424","3"
"20200501","cn","20200424","20200430","3"
"20200501","cn","20200425","20200425","3"
"20200501","cn","20200425","20200426","3"
"20200501","cn","20200425","20200430","3"
"20200501","cn","20200426","20200428","3"
"20200501","cn","20200426","20200430","3"
"20200501","cn","20200426","20200501","3"
"20200501","cn","20200427","20200427","4"
"20200501","cn","20200427","20200429","3"
"20200501","cn","20200427","20200430","6"
"20200501","cn","20200427","20200501","3"
"20200501","cn","20200428","20200430","6"
"20200501","cn","20200429","20200429","3"
"20200501","cn","20200429","20200430","3"
"20200501","cn","20200429","20200501","5"
"20200501","cn","20200430","20200430","5"
"20200501","cn","20200430","20200501","15"
"20200501","cn","20200501","20200501","44"
"20200501","de","20200429","20200501","3"
"20200501","de","20200501","20200501","3"
"20200501","fr","20200427","20200501","3"
"20200501","fr","20200430","20200430","3"
"20200501","fr","20200430","20200501","3"
"20200501","gb","20200426","20200430","3"
"20200501","gb","20200430","20200501","3"
"20200501","gu","20200430","20200501","3"
"20200501","hk","20200331","20200501","3"
"20200501","hk","20200419","20200419","3"
"20200501","hk","20200425","20200425","3"
"20200501","hk","20200426","20200427","3"
"20200501","hk","20200428","20200428","3"
"20200501","hk","20200428","20200429","3"
"20200501","hk","20200430","20200501","3"
"20200501","hk","20200501","20200501","13"
"20200501","id","20200415","20200415","3"
"20200501","id","20200425","20200425","3"
"20200501","id","20200429","20200429","3"
"20200501","id","20200501","20200501","3"
"20200501","il","20200430","20200430","3"
"20200501","in","20200427","20200427","3"
"20200501","in","20200430","20200430","3"
"20200501","it","20200501","20200501","3"
"20200501","jp","20200331","20200501","3"
"20200501","jp","20200401","20200501","3"
"20200501","jp","20200414","20200414","3"
"20200501","jp","20200415","20200415","3"
"20200501","jp","20200415","20200501","3"
"20200501","jp","20200417","20200501","3"
"20200501","jp","20200418","20200430","3"
"20200501","jp","20200421","20200430","3"
"20200501","jp","20200423","20200430","3"
"20200501","jp","20200423","20200501","3"
"20200501","jp","20200424","20200501","3"
"20200501","jp","20200427","20200501","3"
"20200501","jp","20200428","20200428","3"
"20200501","jp","20200428","20200430","3"
"20200501","jp","20200429","20200429","8"
"20200501","jp","20200429","20200501","3"
"20200501","jp","20200430","20200430","5"
"20200501","jp","20200430","20200501","6"
"20200501","jp","20200501","20200501","55"
"20200501","kw","20200331","20200430","3"
"20200501","kw","20200406","20200406","3"
"20200501","kw","20200428","20200428","3"
"20200501","lk","20200430","20200430","3"
"20200501","my","20200429","20200501","3"
"20200501","my","20200501","20200501","3"
"20200501","n/a","20200424","20200424","3"
"20200501","n/a","20200428","20200428","7"
"20200501","n/a","20200429","20200429","3"
"20200501","n/a","20200501","20200501","26"
"20200501","pg","20200429","20200429","3"
"20200501","ph","20200331","20200430","3"
"20200501","ph","20200331","20200501","3"
"20200501","ph","20200401","20200430","3"
"20200501","ph","20200412","20200412","3"
"20200501","ph","20200430","20200430","11"
"20200501","ph","20200430","20200501","19"
"20200501","ph","20200501","20200501","3"
"20200501","pl","20200501","20200501","3"
"20200501","qa","20200430","20200501","3"
"20200501","qa","20200501","20200501","5"
"20200501","ru","20200427","20200427","3"
"20200501","ru","20200501","20200501","3"
"20200501","sg","20200430","20200430","3"
"20200501","sk","20200501","20200501","3"
"20200501","th","20200331","20200501","4"
"20200501","th","20200416","20200416","3"
"20200501","th","20200429","20200429","3"
"20200501","th","20200429","20200501","3"
"20200501","th","20200430","20200430","3"
"20200501","th","20200430","20200501","3"
"20200501","th","20200501","20200501","13"
"20200501","tr","20200401","20200429","3"
"20200501","tr","20200414","20200414","3"
"20200501","tr","20200428","20200428","3"
"20200501","tr","20200428","20200430","3"
"20200501","tr","20200430","20200430","6"
"20200501","tr","20200430","20200501","3"
"20200501","tw","20200423","20200423","3"
"20200501","tw","20200424","20200424","3"
"20200501","tw","20200429","20200429","3"
"20200501","tw","20200429","20200430","3"
"20200501","tw","20200501","20200501","8"
"20200501","us","20200331","20200331","3"
"20200501","us","20200331","20200430","4"
"20200501","us","20200331","20200501","3"
"20200501","us","20200406","20200406","3"
"20200501","us","20200409","20200430","3"
"20200501","us","20200412","20200413","3"
"20200501","us","20200415","20200415","3"
"20200501","us","20200416","20200501","3"
"20200501","us","20200424","20200424","3"
"20200501","us","20200425","20200426","3"
"20200501","us","20200425","20200427","3"
"20200501","us","20200425","20200429","3"
"20200501","us","20200425","20200501","3"
"20200501","us","20200427","20200427","3"
"20200501","us","20200427","20200430","3"
"20200501","us","20200427","20200501","3"
"20200501","us","20200428","20200428","5"
"20200501","us","20200428","20200430","6"
"20200501","us","20200429","20200429","4"
"20200501","us","20200429","20200430","8"
"20200501","us","20200429","20200501","10"
"20200501","us","20200430","20200430","8"
"20200501","us","20200430","20200501","11"
"20200501","us","20200501","20200501","7"
"20200501","uy","20200501","20200501","3"
"20200501","vn","20200401","20200430","3"
"20200501","vn","20200403","20200404","3"
"20200501","vn","20200404","20200404","3"
"20200501","vn","20200420","20200425","3"
"20200501","vn","20200428","20200429","3"
"20200501","vn","20200428","20200501","3"
"20200501","vn","20200429","20200429","3"
"20200501","vn","20200429","20200501","3"
"20200501","vn","20200430","20200430","7"
"20200501","vn","20200430","20200501","7"
"20200501","vn","20200501","20200501","20"
"20200501","za","20200501","20200501","3"
